,username,rating,value,boardgame_id,lang,aspect_luck,aspect_luck_label,aspect_luck_score,aspect_luck_mapped,aspect_luck_mapped2,aspect_bookkeeping,aspect_bookkeeping_label,aspect_bookkeeping_score,aspect_bookkeeping_mapped,aspect_bookkeeping_mapped2,aspect_downtime,aspect_downtime_label,aspect_downtime_score,aspect_downtime_mapped,aspect_downtime_mapped2,aspect_interaction,aspect_interaction_label,aspect_interaction_score,aspect_interaction_mapped,aspect_interaction_mapped2,aspect_bash the leader,aspect_bash the leader_label,aspect_bash the leader_score,aspect_bash the leader_mapped,aspect_bash the leader_mapped2,aspect_complicated,aspect_complicated_label,aspect_complicated_score,aspect_complicated_mapped,aspect_complicated_mapped2,aspect_complex,aspect_complex_label,aspect_complex_score,aspect_complex_mapped,aspect_complex_mapped2
4848,tlloyduk,6,The original Czech version is better if you can remember the names of the cards.,2223,en,"{'label': 'Neutral', 'score': 0.6398175954818726}",Neutral,0.6398175954818726,0,0.0,"{'label': 'Neutral', 'score': 0.9280725121498108}",Neutral,0.9280725121498108,0,0.0,"{'label': 'Negative', 'score': 0.7281336188316345}",Negative,0.7281336188316345,-1,-0.7281336188316345,"{'label': 'Neutral', 'score': 0.7475827932357788}",Neutral,0.7475827932357788,0,0.0,"{'label': 'Negative', 'score': 0.5777969360351562}",Negative,0.5777969360351562,-1,-0.5777969360351562,"{'label': 'Negative', 'score': 0.9737561941146851}",Negative,0.9737561941146851,-1,-0.9737561941146851,"{'label': 'Negative', 'score': 0.799773097038269}",Negative,0.799773097038269,-1,-0.799773097038269
4849,TMacfarlane26,3,Not a good game. Takes way too long unless you add jump in rules or something to get the game moving quicker.,2223,en,"{'label': 'Negative', 'score': 0.8760867714881897}",Negative,0.8760867714881897,-1,-0.8760867714881897,"{'label': 'Negative', 'score': 0.8324182033538818}",Negative,0.8324182033538818,-1,-0.8324182033538818,"{'label': 'Negative', 'score': 0.9382413029670715}",Negative,0.9382413029670715,-1,-0.9382413029670715,"{'label': 'Negative', 'score': 0.8978357911109924}",Negative,0.8978357911109924,-1,-0.8978357911109924,"{'label': 'Negative', 'score': 0.8584672212600708}",Negative,0.8584672212600708,-1,-0.8584672212600708,"{'label': 'Negative', 'score': 0.9478493332862854}",Negative,0.9478493332862854,-1,-0.9478493332862854,"{'label': 'Negative', 'score': 0.9293181300163269}",Negative,0.9293181300163269,-1,-0.9293181300163269
4850,TMJJS,3.5,Easy to play with children which is why it's not a 1 or 2,2223,en,"{'label': 'Neutral', 'score': 0.5611206889152527}",Neutral,0.5611206889152527,0,0.0,"{'label': 'Positive', 'score': 0.8018540143966675}",Positive,0.8018540143966675,1,0.8018540143966675,"{'label': 'Positive', 'score': 0.8111268877983093}",Positive,0.8111268877983093,1,0.8111268877983093,"{'label': 'Positive', 'score': 0.7486075758934021}",Positive,0.7486075758934021,1,0.7486075758934021,"{'label': 'Positive', 'score': 0.7742950320243835}",Positive,0.7742950320243835,1,0.7742950320243835,"{'label': 'Positive', 'score': 0.7770811319351196}",Positive,0.7770811319351196,1,0.7770811319351196,"{'label': 'Positive', 'score': 0.7362287044525146}",Positive,0.7362287044525146,1,0.7362287044525146
4852,tmredden,6,"How may times have I played this? (Nintendo Wii, DS, iPhone, etc.) Crazy 8s clone.",2223,en,"{'label': 'Neutral', 'score': 0.9710832238197327}",Neutral,0.9710832238197327,0,0.0,"{'label': 'Neutral', 'score': 0.9802086353302002}",Neutral,0.9802086353302002,0,0.0,"{'label': 'Neutral', 'score': 0.9722610712051392}",Neutral,0.9722610712051392,0,0.0,"{'label': 'Neutral', 'score': 0.9445334076881409}",Neutral,0.9445334076881409,0,0.0,"{'label': 'Neutral', 'score': 0.9094521999359131}",Neutral,0.9094521999359131,0,0.0,"{'label': 'Negative', 'score': 0.8564095497131348}",Negative,0.8564095497131348,-1,-0.8564095497131348,"{'label': 'Negative', 'score': 0.5749272704124451}",Negative,0.5749272704124451,-1,-0.5749272704124451
4853,TMuscle,3,Takes forever and isn't really worth it.  Boring and stupid game.,2223,en,"{'label': 'Negative', 'score': 0.9126184582710266}",Negative,0.9126184582710266,-1,-0.9126184582710266,"{'label': 'Neutral', 'score': 0.6252858638763428}",Neutral,0.6252858638763428,0,0.0,"{'label': 'Negative', 'score': 0.509813666343689}",Negative,0.509813666343689,-1,-0.509813666343689,"{'label': 'Negative', 'score': 0.9501825571060181}",Negative,0.9501825571060181,-1,-0.9501825571060181,"{'label': 'Negative', 'score': 0.8486905097961426}",Negative,0.8486905097961426,-1,-0.8486905097961426,"{'label': 'Negative', 'score': 0.9404373168945312}",Negative,0.9404373168945312,-1,-0.9404373168945312,"{'label': 'Negative', 'score': 0.947402834892273}",Negative,0.947402834892273,-1,-0.947402834892273
4857,tolding,4,"Very simple card game, don't generally play this unless the kids ask.",2223,en,"{'label': 'Negative', 'score': 0.6438028812408447}",Negative,0.6438028812408447,-1,-0.6438028812408447,"{'label': 'Neutral', 'score': 0.839514970779419}",Neutral,0.839514970779419,0,0.0,"{'label': 'Negative', 'score': 0.5094243884086609}",Negative,0.5094243884086609,-1,-0.5094243884086609,"{'label': 'Neutral', 'score': 0.5748167037963867}",Neutral,0.5748167037963867,0,0.0,"{'label': 'Negative', 'score': 0.5571873784065247}",Negative,0.5571873784065247,-1,-0.5571873784065247,"{'label': 'Negative', 'score': 0.9298983216285706}",Negative,0.9298983216285706,-1,-0.9298983216285706,"{'label': 'Negative', 'score': 0.8599342703819275}",Negative,0.8599342703819275,-1,-0.8599342703819275
4858,Tom Lehmann,5,An ok family discarding game that goes on too long.,2223,en,"{'label': 'Neutral', 'score': 0.6049179434776306}",Neutral,0.6049179434776306,0,0.0,"{'label': 'Neutral', 'score': 0.9727514982223511}",Neutral,0.9727514982223511,0,0.0,"{'label': 'Neutral', 'score': 0.6947779059410095}",Neutral,0.6947779059410095,0,0.0,"{'label': 'Neutral', 'score': 0.8171133995056152}",Neutral,0.8171133995056152,0,0.0,"{'label': 'Negative', 'score': 0.6441580653190613}",Negative,0.6441580653190613,-1,-0.6441580653190613,"{'label': 'Negative', 'score': 0.7892709970474243}",Negative,0.7892709970474243,-1,-0.7892709970474243,"{'label': 'Neutral', 'score': 0.8091418147087097}",Neutral,0.8091418147087097,0,0.0
4859,Tom Vader,5,party game for kids & adults,2223,en,"{'label': 'Neutral', 'score': 0.8890987038612366}",Neutral,0.8890987038612366,0,0.0,"{'label': 'Neutral', 'score': 0.8057293891906738}",Neutral,0.8057293891906738,0,0.0,"{'label': 'Neutral', 'score': 0.9061425924301147}",Neutral,0.9061425924301147,0,0.0,"{'label': 'Neutral', 'score': 0.9555524587631226}",Neutral,0.9555524587631226,0,0.0,"{'label': 'Neutral', 'score': 0.6123464703559875}",Neutral,0.6123464703559875,0,0.0,"{'label': 'Neutral', 'score': 0.5812907814979553}",Neutral,0.5812907814979553,0,0.0,"{'label': 'Neutral', 'score': 0.9453850984573364}",Neutral,0.9453850984573364,0,0.0
4860,tom36456,6,Polygon Playthrough: https://youtu.be/rDaqF6yiVPk,2223,en,"{'label': 'Neutral', 'score': 0.9664500951766968}",Neutral,0.9664500951766968,0,0.0,"{'label': 'Neutral', 'score': 0.9698372483253479}",Neutral,0.9698372483253479,0,0.0,"{'label': 'Neutral', 'score': 0.7343943119049072}",Neutral,0.7343943119049072,0,0.0,"{'label': 'Neutral', 'score': 0.8716277480125427}",Neutral,0.8716277480125427,0,0.0,"{'label': 'Neutral', 'score': 0.8325546979904175}",Neutral,0.8325546979904175,0,0.0,"{'label': 'Negative', 'score': 0.6788872480392456}",Negative,0.6788872480392456,-1,-0.6788872480392456,"{'label': 'Neutral', 'score': 0.9702271223068237}",Neutral,0.9702271223068237,0,0.0
4861,tomasino,5,We bring a waterproof version of this game with us to restaurants and play games while we wait for food to be brought to the table. It keeps us engaged with one another and off our phones. Highly recommended for keeping kids busy.,2223,en,"{'label': 'Positive', 'score': 0.7494316697120667}",Positive,0.7494316697120667,1,0.7494316697120667,"{'label': 'Neutral', 'score': 0.5827142000198364}",Neutral,0.5827142000198364,0,0.0,"{'label': 'Positive', 'score': 0.8643773794174194}",Positive,0.8643773794174194,1,0.8643773794174194,"{'label': 'Positive', 'score': 0.9601796865463257}",Positive,0.9601796865463257,1,0.9601796865463257,"{'label': 'Positive', 'score': 0.6244240999221802}",Positive,0.6244240999221802,1,0.6244240999221802,"{'label': 'Negative', 'score': 0.38160550594329834}",Negative,0.38160550594329834,-1,-0.38160550594329834,"{'label': 'Positive', 'score': 0.6075572967529297}",Positive,0.6075572967529297,1,0.6075572967529297
4862,tomatus,7,"It's a classic, what more can be said?",2223,en,"{'label': 'Neutral', 'score': 0.7835016846656799}",Neutral,0.7835016846656799,0,0.0,"{'label': 'Neutral', 'score': 0.9707182049751282}",Neutral,0.9707182049751282,0,0.0,"{'label': 'Neutral', 'score': 0.817127525806427}",Neutral,0.817127525806427,0,0.0,"{'label': 'Neutral', 'score': 0.6549274921417236}",Neutral,0.6549274921417236,0,0.0,"{'label': 'Positive', 'score': 0.7143017649650574}",Positive,0.7143017649650574,1,0.7143017649650574,"{'label': 'Negative', 'score': 0.6033561825752258}",Negative,0.6033561825752258,-1,-0.6033561825752258,"{'label': 'Neutral', 'score': 0.5717020630836487}",Neutral,0.5717020630836487,0,0.0
4863,tomfisher,4,"random luck, but fun to pass time with",2223,en,"{'label': 'Negative', 'score': 0.5379700064659119}",Negative,0.5379700064659119,-1,-0.5379700064659119,"{'label': 'Neutral', 'score': 0.5225513577461243}",Neutral,0.5225513577461243,0,0.0,"{'label': 'Positive', 'score': 0.5477975010871887}",Positive,0.5477975010871887,1,0.5477975010871887,"{'label': 'Positive', 'score': 0.6482774615287781}",Positive,0.6482774615287781,1,0.6482774615287781,"{'label': 'Positive', 'score': 0.7409046292304993}",Positive,0.7409046292304993,1,0.7409046292304993,"{'label': 'Positive', 'score': 0.44344422221183777}",Positive,0.44344422221183777,1,0.44344422221183777,"{'label': 'Positive', 'score': 0.48290231823921204}",Positive,0.48290231823921204,1,0.48290231823921204
4864,tomglass31,5.5,Good game for groups or with kids.,2223,en,"{'label': 'Neutral', 'score': 0.5272864103317261}",Neutral,0.5272864103317261,0,0.0,"{'label': 'Neutral', 'score': 0.9798662066459656}",Neutral,0.9798662066459656,0,0.0,"{'label': 'Neutral', 'score': 0.632168710231781}",Neutral,0.632168710231781,0,0.0,"{'label': 'Neutral', 'score': 0.8327186703681946}",Neutral,0.8327186703681946,0,0.0,"{'label': 'Neutral', 'score': 0.5905184745788574}",Neutral,0.5905184745788574,0,0.0,"{'label': 'Negative', 'score': 0.8087024092674255}",Negative,0.8087024092674255,-1,-0.8087024092674255,"{'label': 'Neutral', 'score': 0.9006182551383972}",Neutral,0.9006182551383972,0,0.0
4865,Tomhem,8,Classic game that all the family enjoy,2223,en,"{'label': 'Positive', 'score': 0.9812662601470947}",Positive,0.9812662601470947,1,0.9812662601470947,"{'label': 'Positive', 'score': 0.7788697481155396}",Positive,0.7788697481155396,1,0.7788697481155396,"{'label': 'Positive', 'score': 0.97889643907547}",Positive,0.97889643907547,1,0.97889643907547,"{'label': 'Positive', 'score': 0.9852487444877625}",Positive,0.9852487444877625,1,0.9852487444877625,"{'label': 'Positive', 'score': 0.9234375357627869}",Positive,0.9234375357627869,1,0.9234375357627869,"{'label': 'Positive', 'score': 0.9665080904960632}",Positive,0.9665080904960632,1,0.9665080904960632,"{'label': 'Positive', 'score': 0.9757409691810608}",Positive,0.9757409691810608,1,0.9757409691810608
4866,tommynomad,3,Better than Fluxx for its unpretentiousness.,2223,en,"{'label': 'Neutral', 'score': 0.9225817918777466}",Neutral,0.9225817918777466,0,0.0,"{'label': 'Neutral', 'score': 0.9826521873474121}",Neutral,0.9826521873474121,0,0.0,"{'label': 'Neutral', 'score': 0.9653229117393494}",Neutral,0.9653229117393494,0,0.0,"{'label': 'Neutral', 'score': 0.9170331954956055}",Neutral,0.9170331954956055,0,0.0,"{'label': 'Negative', 'score': 0.8081206679344177}",Negative,0.8081206679344177,-1,-0.8081206679344177,"{'label': 'Negative', 'score': 0.931969165802002}",Negative,0.931969165802002,-1,-0.931969165802002,"{'label': 'Negative', 'score': 0.5178839564323425}",Negative,0.5178839564323425,-1,-0.5178839564323425
4867,TomNTom,N/A,Box G26  Two incomplete decks: leftovers from All My Diamonds.,2223,en,"{'label': 'Neutral', 'score': 0.6159539222717285}",Neutral,0.6159539222717285,0,0.0,"{'label': 'Neutral', 'score': 0.7577043771743774}",Neutral,0.7577043771743774,0,0.0,"{'label': 'Neutral', 'score': 0.8495816588401794}",Neutral,0.8495816588401794,0,0.0,"{'label': 'Neutral', 'score': 0.8723849654197693}",Neutral,0.8723849654197693,0,0.0,"{'label': 'Negative', 'score': 0.6071410775184631}",Negative,0.6071410775184631,-1,-0.6071410775184631,"{'label': 'Negative', 'score': 0.763598620891571}",Negative,0.763598620891571,-1,-0.763598620891571,"{'label': 'Neutral', 'score': 0.7196941375732422}",Neutral,0.7196941375732422,0,0.0
4868,Tompa79,6,Theodor favorite game,2223,en,"{'label': 'Neutral', 'score': 0.5743803381919861}",Neutral,0.5743803381919861,0,0.0,"{'label': 'Neutral', 'score': 0.8797404170036316}",Neutral,0.8797404170036316,0,0.0,"{'label': 'Positive', 'score': 0.5675258636474609}",Positive,0.5675258636474609,1,0.5675258636474609,"{'label': 'Positive', 'score': 0.6416769623756409}",Positive,0.6416769623756409,1,0.6416769623756409,"{'label': 'Positive', 'score': 0.6861129999160767}",Positive,0.6861129999160767,1,0.6861129999160767,"{'label': 'Negative', 'score': 0.6267533302307129}",Negative,0.6267533302307129,-1,-0.6267533302307129,"{'label': 'Neutral', 'score': 0.5841655731201172}",Neutral,0.5841655731201172,0,0.0
4869,TomRic,5,Another game to play with my 4-year-old granddaughter.,2223,en,"{'label': 'Neutral', 'score': 0.9336247444152832}",Neutral,0.9336247444152832,0,0.0,"{'label': 'Neutral', 'score': 0.9712933301925659}",Neutral,0.9712933301925659,0,0.0,"{'label': 'Neutral', 'score': 0.9229637384414673}",Neutral,0.9229637384414673,0,0.0,"{'label': 'Neutral', 'score': 0.9599995017051697}",Neutral,0.9599995017051697,0,0.0,"{'label': 'Neutral', 'score': 0.6244261860847473}",Neutral,0.6244261860847473,0,0.0,"{'label': 'Neutral', 'score': 0.7736705541610718}",Neutral,0.7736705541610718,0,0.0,"{'label': 'Neutral', 'score': 0.9633192420005798}",Neutral,0.9633192420005798,0,0.0
4870,TomVasel,2,"Yes, I'll play this game.  If I'm bored and all my other games just burned up in a fire.",2223,en,"{'label': 'Positive', 'score': 0.766828715801239}",Positive,0.766828715801239,1,0.766828715801239,"{'label': 'Neutral', 'score': 0.8596256375312805}",Neutral,0.8596256375312805,0,0.0,"{'label': 'Positive', 'score': 0.5443286299705505}",Positive,0.5443286299705505,1,0.5443286299705505,"{'label': 'Positive', 'score': 0.48893415927886963}",Positive,0.48893415927886963,1,0.48893415927886963,"{'label': 'Positive', 'score': 0.5535410642623901}",Positive,0.5535410642623901,1,0.5535410642623901,"{'label': 'Negative', 'score': 0.8398185968399048}",Negative,0.8398185968399048,-1,-0.8398185968399048,"{'label': 'Neutral', 'score': 0.6361185908317566}",Neutral,0.6361185908317566,0,0.0
4871,tomzak,9,"What else can you say! A Classic! Yes, a simple game! But, this game basically started the gaming craze. ",2223,en,"{'label': 'Positive', 'score': 0.7745594382286072}",Positive,0.7745594382286072,1,0.7745594382286072,"{'label': 'Neutral', 'score': 0.7593172192573547}",Neutral,0.7593172192573547,0,0.0,"{'label': 'Positive', 'score': 0.8043620586395264}",Positive,0.8043620586395264,1,0.8043620586395264,"{'label': 'Positive', 'score': 0.8308538794517517}",Positive,0.8308538794517517,1,0.8308538794517517,"{'label': 'Positive', 'score': 0.8185604214668274}",Positive,0.8185604214668274,1,0.8185604214668274,"{'label': 'Positive', 'score': 0.5949920415878296}",Positive,0.5949920415878296,1,0.5949920415878296,"{'label': 'Positive', 'score': 0.6618514060974121}",Positive,0.6618514060974121,1,0.6618514060974121
4873,Tony Wu,4.5,"Much require luck and i don't like it. However, it's a good game when you waiting something. (My wife has ever been played it with her friends without do anything since Marseille to Swiss)  ",2223,en,"{'label': 'Negative', 'score': 0.9954883456230164}",Negative,0.9954883456230164,-1,-0.9954883456230164,"{'label': 'Neutral', 'score': 0.9841869473457336}",Neutral,0.9841869473457336,0,0.0,"{'label': 'Neutral', 'score': 0.7812591195106506}",Neutral,0.7812591195106506,0,0.0,"{'label': 'Neutral', 'score': 0.5605539083480835}",Neutral,0.5605539083480835,0,0.0,"{'label': 'Negative', 'score': 0.7223214507102966}",Negative,0.7223214507102966,-1,-0.7223214507102966,"{'label': 'Negative', 'score': 0.9023303389549255}",Negative,0.9023303389549255,-1,-0.9023303389549255,"{'label': 'Neutral', 'score': 0.6697402596473694}",Neutral,0.6697402596473694,0,0.0
4874,toober,4,We made up our own house rules for most numbers. It's almost a contact sport at this point.,2223,en,"{'label': 'Negative', 'score': 0.6358086466789246}",Negative,0.6358086466789246,-1,-0.6358086466789246,"{'label': 'Neutral', 'score': 0.9632274508476257}",Neutral,0.9632274508476257,0,0.0,"{'label': 'Negative', 'score': 0.6349693536758423}",Negative,0.6349693536758423,-1,-0.6349693536758423,"{'label': 'Negative', 'score': 0.7367016673088074}",Negative,0.7367016673088074,-1,-0.7367016673088074,"{'label': 'Negative', 'score': 0.7544042468070984}",Negative,0.7544042468070984,-1,-0.7544042468070984,"{'label': 'Negative', 'score': 0.8869813084602356}",Negative,0.8869813084602356,-1,-0.8869813084602356,"{'label': 'Neutral', 'score': 0.5115176439285278}",Neutral,0.5115176439285278,0,0.0
4875,Tootall91,6,with a few extra rules it can be pretty fun :D,2223,en,"{'label': 'Positive', 'score': 0.5460935235023499}",Positive,0.5460935235023499,1,0.5460935235023499,"{'label': 'Neutral', 'score': 0.5978980660438538}",Neutral,0.5978980660438538,0,0.0,"{'label': 'Positive', 'score': 0.6878103613853455}",Positive,0.6878103613853455,1,0.6878103613853455,"{'label': 'Positive', 'score': 0.8626421093940735}",Positive,0.8626421093940735,1,0.8626421093940735,"{'label': 'Positive', 'score': 0.6638169288635254}",Positive,0.6638169288635254,1,0.6638169288635254,"{'label': 'Negative', 'score': 0.9084920883178711}",Negative,0.9084920883178711,-1,-0.9084920883178711,"{'label': 'Negative', 'score': 0.6310514211654663}",Negative,0.6310514211654663,-1,-0.6310514211654663
4876,toothbrush,4,A good game for kids but not much fun after childhood.,2223,en,"{'label': 'Neutral', 'score': 0.6117077469825745}",Neutral,0.6117077469825745,0,0.0,"{'label': 'Neutral', 'score': 0.9079680442810059}",Neutral,0.9079680442810059,0,0.0,"{'label': 'Neutral', 'score': 0.7013460397720337}",Neutral,0.7013460397720337,0,0.0,"{'label': 'Neutral', 'score': 0.7069414854049683}",Neutral,0.7069414854049683,0,0.0,"{'label': 'Positive', 'score': 0.4603290855884552}",Positive,0.4603290855884552,1,0.4603290855884552,"{'label': 'Negative', 'score': 0.8020700216293335}",Negative,0.8020700216293335,-1,-0.8020700216293335,"{'label': 'Negative', 'score': 0.7937476634979248}",Negative,0.7937476634979248,-1,-0.7937476634979248
4877,toothpickman,6,"Good for teaching colors and numbers, favorite of the inlaws.",2223,en,"{'label': 'Positive', 'score': 0.5080299973487854}",Positive,0.5080299973487854,1,0.5080299973487854,"{'label': 'Neutral', 'score': 0.8749565482139587}",Neutral,0.8749565482139587,0,0.0,"{'label': 'Positive', 'score': 0.5812892913818359}",Positive,0.5812892913818359,1,0.5812892913818359,"{'label': 'Positive', 'score': 0.8036361336708069}",Positive,0.8036361336708069,1,0.8036361336708069,"{'label': 'Positive', 'score': 0.6444337964057922}",Positive,0.6444337964057922,1,0.6444337964057922,"{'label': 'Negative', 'score': 0.8475221991539001}",Negative,0.8475221991539001,-1,-0.8475221991539001,"{'label': 'Negative', 'score': 0.5045517086982727}",Negative,0.5045517086982727,-1,-0.5045517086982727
4879,tootstorm,6,"Quite good for a mass market appeal kinda game. Uno's always felt like it was a great game with a couple crappy rules, just so close to getting there -- I'm thinking of those games I've played that just played on loop forever, no end in sight. Something seemed to go wrong there.",2223,en,"{'label': 'Positive', 'score': 0.557654619216919}",Positive,0.557654619216919,1,0.557654619216919,"{'label': 'Negative', 'score': 0.4089367687702179}",Negative,0.4089367687702179,-1,-0.4089367687702179,"{'label': 'Negative', 'score': 0.4506009817123413}",Negative,0.4506009817123413,-1,-0.4506009817123413,"{'label': 'Negative', 'score': 0.5933700203895569}",Negative,0.5933700203895569,-1,-0.5933700203895569,"{'label': 'Negative', 'score': 0.5107194185256958}",Negative,0.5107194185256958,-1,-0.5107194185256958,"{'label': 'Negative', 'score': 0.884308397769928}",Negative,0.884308397769928,-1,-0.884308397769928,"{'label': 'Negative', 'score': 0.7371598482131958}",Negative,0.7371598482131958,-1,-0.7371598482131958
4880,Topaz,4,"Really don't play any more, but OK when playing with kids (and there's absolutely nothing else to reach for).",2223,en,"{'label': 'Neutral', 'score': 0.3801029920578003}",Neutral,0.3801029920578003,0,0.0,"{'label': 'Neutral', 'score': 0.6679559350013733}",Neutral,0.6679559350013733,0,0.0,"{'label': 'Positive', 'score': 0.517885684967041}",Positive,0.517885684967041,1,0.517885684967041,"{'label': 'Neutral', 'score': 0.7468238472938538}",Neutral,0.7468238472938538,0,0.0,"{'label': 'Negative', 'score': 0.8009265661239624}",Negative,0.8009265661239624,-1,-0.8009265661239624,"{'label': 'Negative', 'score': 0.9186113476753235}",Negative,0.9186113476753235,-1,-0.9186113476753235,"{'label': 'Negative', 'score': 0.7851758003234863}",Negative,0.7851758003234863,-1,-0.7851758003234863
4881,Tophchris,5,"I played this all the time as a kid, everybody everywhere did that, I guess; it is still fun with a huge number of players. But I have misplaced my copy. Where is it?",2223,en,"{'label': 'Positive', 'score': 0.39547616243362427}",Positive,0.39547616243362427,1,0.39547616243362427,"{'label': 'Negative', 'score': 0.3698543906211853}",Negative,0.3698543906211853,-1,-0.3698543906211853,"{'label': 'Positive', 'score': 0.45014074444770813}",Positive,0.45014074444770813,1,0.45014074444770813,"{'label': 'Positive', 'score': 0.44439536333084106}",Positive,0.44439536333084106,1,0.44439536333084106,"{'label': 'Positive', 'score': 0.5072742700576782}",Positive,0.5072742700576782,1,0.5072742700576782,"{'label': 'Negative', 'score': 0.8213404417037964}",Negative,0.8213404417037964,-1,-0.8213404417037964,"{'label': 'Negative', 'score': 0.5467265248298645}",Negative,0.5467265248298645,-1,-0.5467265248298645
4882,topherbear,4.5,"Worth playing with my kids.  My nine-year old likes to play Math Uno, where you can play any group of cards that you can add, subtract, multiply, or divide to match the top up card.  I tend to play this with my kids, so a single play is not to 500 points, or some such thing, but just until one person is out of cards.",2223,en,"{'label': 'Positive', 'score': 0.7197262048721313}",Positive,0.7197262048721313,1,0.7197262048721313,"{'label': 'Neutral', 'score': 0.5108129382133484}",Neutral,0.5108129382133484,0,0.0,"{'label': 'Positive', 'score': 0.7643141150474548}",Positive,0.7643141150474548,1,0.7643141150474548,"{'label': 'Positive', 'score': 0.8461658954620361}",Positive,0.8461658954620361,1,0.8461658954620361,"{'label': 'Positive', 'score': 0.6930930614471436}",Positive,0.6930930614471436,1,0.6930930614471436,"{'label': 'Positive', 'score': 0.7622677683830261}",Positive,0.7622677683830261,1,0.7622677683830261,"{'label': 'Positive', 'score': 0.8253649473190308}",Positive,0.8253649473190308,1,0.8253649473190308
4886,toucana,6,"Initial impressions: 6  We own the Frozen2 edition and I would generally stay clear from this version. The purple and brown colors for this game is horrendous and under poor lighting, it is hard to differentiate. Awful for color blind folks.  OK, as a general rating with kids, Uno falls on a 6. It is not a great game by any sane measure, but it is a good filler with young kids at 5 years of age. My daughter was thrilled to grasp the concepts after 2-3 plays and I think she will find some enjoyment from 5-6 years. As she gets exposed to more games, I'd expect her to drop Uno in favor of others.   The best feature of Uno is its simplicity. The rules are easy to teach and regurgitate, even for young ones. This is not an easy task. The box leaves much to be desired since it is flimsy and not at all intuitive to use. I really despise the game box.",2223,en,"{'label': 'Negative', 'score': 0.8344013690948486}",Negative,0.8344013690948486,-1,-0.8344013690948486,"{'label': 'Negative', 'score': 0.8322368860244751}",Negative,0.8322368860244751,-1,-0.8322368860244751,"{'label': 'Negative', 'score': 0.8226521611213684}",Negative,0.8226521611213684,-1,-0.8226521611213684,"{'label': 'Negative', 'score': 0.8429808020591736}",Negative,0.8429808020591736,-1,-0.8429808020591736,"{'label': 'Negative', 'score': 0.8344561457633972}",Negative,0.8344561457633972,-1,-0.8344561457633972,"{'label': 'Negative', 'score': 0.8398624062538147}",Negative,0.8398624062538147,-1,-0.8398624062538147,"{'label': 'Negative', 'score': 0.8456349968910217}",Negative,0.8456349968910217,-1,-0.8456349968910217
4887,touchstonethefool,2,"The old family standby, can be played for five minutes or five hours, and is most often fun. The shine has started to wear away for me a bit, though.",2223,en,"{'label': 'Positive', 'score': 0.5245464444160461}",Positive,0.5245464444160461,1,0.5245464444160461,"{'label': 'Neutral', 'score': 0.8375415205955505}",Neutral,0.8375415205955505,0,0.0,"{'label': 'Positive', 'score': 0.6201097369194031}",Positive,0.6201097369194031,1,0.6201097369194031,"{'label': 'Positive', 'score': 0.40854859352111816}",Positive,0.40854859352111816,1,0.40854859352111816,"{'label': 'Positive', 'score': 0.5038390159606934}",Positive,0.5038390159606934,1,0.5038390159606934,"{'label': 'Negative', 'score': 0.8236904740333557}",Negative,0.8236904740333557,-1,-0.8236904740333557,"{'label': 'Negative', 'score': 0.6339161396026611}",Negative,0.6339161396026611,-1,-0.6339161396026611
4889,tourach3,5.5,Its fine. Another one that is good to play with kids. I find it to have very little strategy and be a little on the boring side.,2223,en,"{'label': 'Negative', 'score': 0.8377625942230225}",Negative,0.8377625942230225,-1,-0.8377625942230225,"{'label': 'Negative', 'score': 0.6181538701057434}",Negative,0.6181538701057434,-1,-0.6181538701057434,"{'label': 'Negative', 'score': 0.8089253902435303}",Negative,0.8089253902435303,-1,-0.8089253902435303,"{'label': 'Negative', 'score': 0.7875692248344421}",Negative,0.7875692248344421,-1,-0.7875692248344421,"{'label': 'Negative', 'score': 0.9668348431587219}",Negative,0.9668348431587219,-1,-0.9668348431587219,"{'label': 'Negative', 'score': 0.9852980375289917}",Negative,0.9852980375289917,-1,-0.9852980375289917,"{'label': 'Negative', 'score': 0.9680367708206177}",Negative,0.9680367708206177,-1,-0.9680367708206177
4890,TowerHyena,4,I don't mind Uno so much. It should absolutely be ranked higher than DOS. Goes faster without the stacked +2 house rule,2223,en,"{'label': 'Positive', 'score': 0.4863172173500061}",Positive,0.4863172173500061,1,0.4863172173500061,"{'label': 'Positive', 'score': 0.5642009377479553}",Positive,0.5642009377479553,1,0.5642009377479553,"{'label': 'Positive', 'score': 0.690324604511261}",Positive,0.690324604511261,1,0.690324604511261,"{'label': 'Positive', 'score': 0.5762138962745667}",Positive,0.5762138962745667,1,0.5762138962745667,"{'label': 'Positive', 'score': 0.6939197778701782}",Positive,0.6939197778701782,1,0.6939197778701782,"{'label': 'Positive', 'score': 0.6066990494728088}",Positive,0.6066990494728088,1,0.6066990494728088,"{'label': 'Positive', 'score': 0.6755125522613525}",Positive,0.6755125522613525,1,0.6755125522613525
