,username,rating,value,boardgame_id
4174,Scott Rogers,7,Classic party game edition that only cost $1!,2223
4175,Scottanddiane6,6,"UNO is the ultimate classic family card game. I have easily played over 100 times. This is a great game for travel. Almost everyone likes it and already knows how to play. Are there better card games out there? Absolutely, but you would be hard pressed to find a card game that has sold more copies (besides a deck of cards) than UNO. If you don’t have a copy, run down to Walmart and spend $5 to get a copy. You might find out that you like it. Millions of families can’t be wrong.",2223
4176,scottobear,4,"not bad to trot out to young'uns, but I'd never choose it amongst any of my games rated 6+ ",2223
4177,Scottyglc,3,Who hasn't played this.  Played this a lot with family and friends growing up and with the kids as an adult.  Adding this to reflect all the games I have played throughout my life.,2223
4178,scoutmom,N/A,"Deluxe version - not exactly as pictured, it's the 1993 more colorful box. ",2223
4179,Scre3zeR,6,It's a fine filler game when a kid demands playing with us.,2223
4180,screaming SiLENCE,5,Hmm....,2223
4181,SCU107,3.5,2-10 players,2223
4182,SCUABoardgames,N/A,lang: RU  2-10 players 30 min,2223
4183,scubadawg1,7,"Played this a lot with my siblings, ages 5-15, and had a lot of fun....",2223
4184,Scytherias,N/A,Lils' ,2223
4185,SD40,4,"family, card, massMarket",2223
4186,SDantasTroy2020,9,"Uno is one of my favorite games of all time. Short of the fact that it is limited to certain amounts of cards (something solved by special editions), this game is almost perfect in its combination of riskiness and overconfidence.",2223
4187,seaapple,6,Fun game. Who doesn&#039;t own it?,2223
4188,SeachestGames,5,An old but good en. It's all about the house rules people,2223
4189,SeanC,5,Can be fun. In small doses. And maybe after a few beers.,2223
4190,SeanT,5,Played alot by my wife and I while waiting in airports and such until the german craze hit. Still great to play with kids.,2223
4191,SeanXor,5,"Compared to a lot of games, it really is not a good one.  However, with a casual group it can be a fun way to pass the time.  ",2223
4192,Seb283,6,"I've had so much fun with this game, including many home rules. I don't understand why it's so low rated here.",2223
4193,sebert,5,a fine game for kids,2223
4194,Sebol1,4,ENO,2223
4195,seckind,N/A,"Received as a gift, yet to be played.",2223
4196,Sedd,5,"Nostalgie pur. MauMau in spezial. schnell, kurz. In der richtigen Runde auch heute noch spaßig. Eins der wenigen Spiele, bei dem man nebenbei auch über anderes Reden kann.",2223
4197,sedge,2,"Again, a re-badged game played perfectly well with playing cards for decades.  At least is not bad for kids.",2223
4198,sehbi1,4,Language Independent,2223
4199,seiyaaa,4,"Can go on too long but overall an easy pick up game. Not really something that I would suggest playing on a game day, but I don't refuse if it is suggested by non-gamers.",2223
4200,Seldrim,5,This can be fun to play with kids once in a while.,2223
4201,selwyth,1," Man, I used to think UNO was the shitz when I was little. Was all the rage in elementary school.  Basically, the cards say, ""Do this, bitch!"" and you say ""Yes sir!""  0.5+0.5",2223
4202,semajames,N/A,2 copies,2223
4203,semicharm,5.5,(purchased new),2223
4204,Semicolon7645,N/A,"x2: Family, Kat (Go!)",2223
4205,semioldguy,5,Digital,2223
4206,Sen045,N/A,Prize from a Scrabble tournament.,2223
4207,seneca29,5,WHY DO I RATE IT 5? Sometimes it is the only game you can play with many friends  Cheap Easy to teach Easy to play GREAT game for children  Cool  - too easy and light for my tastes  50 lump sum games recorded   WHY DO I HAVE IT IN MY COLLECTION? It can be ok in very specific moments. I played it A LOT as a kid.,2223
4208,SenetGameBar,N/A,2-10 players,2223
4209,senjahunter,6,just an ok casual game,2223
4210,Sentencia_JG,6,Ya jugaba a este juego en mi adolescencia con el nombre Chúpate Dos y una baraja española.,2223
4211,seopi,9,7개,2223
4212,sep780,N/A,STD USA sleeves  sleeved,2223
4213,Sephyrott,5,Papas,2223
4214,Seppel,N/A,gespielt,2223
4215,seppo21,5,"Basically a retooling of Crazy 8's.  I would like the game better if you could play negative cards on specific players instead of just the next player (which is sometimes a house rule).  Not a bad game overall, I just tend to prefer rummy style or trick-taking card games.  ",2223
4216,Septic,3,"oh crap, not uno.",2223
4217,Sepulcro,7,"Great to play with large groups, of 6 and up.",2223
4218,SerAmanda,4,"It is a mindless way to kill time that some people enjoy, so that has some merit.",2223
4219,SeraphNadir,N/A,2 - 8 Best: 4 - 6,2223
4220,SeraphNadir,N/A,2 - 8 Best: 4 - 6,2223
4221,SeraphNadir,N/A,2 - 8 Best: 4 - 6,2223
4222,Serapis,6.5,"played it allot as a kid, but thats nearly everything to it",2223
4223,Serbaside,6,Fun party game very light and enjoyable. Having to say 'Uno' when holding one card can get cutthroat.,2223
4224,serclaudio,N/A,2-8 4-6,2223
4225,Sergio BloodSteel,5,Introducing kids to gaming. Very simple,2223
4226,ServantLeadership,N/A,return to Peter Brown,2223
4227,sethvanorden,N/A,3,2223
4228,Sevryn,5.5,"As a time-waster, there are many worse.",2223
4229,sevs88,3,A classic that gathers dust on our shelf. Gets an occasional play with my daughter or visiting family.,2223
4230,sgclouthier,5,"I guess I must like this game because I've played hundreds of matches from my childhood right up through to today. For the life of me I can't explain why since it's a rather redundant, trite, simplistic mechanic that I should hate by all rights. Let's blame non-discriminating party goers & children for coercing me to play.",2223
4231,sgtcustard,1,"Boring to me, even as a kid. Some house rule variants can spice this up to as high as a 5 or 6 though.",2223
4232,SgtoPippers,5,"Clásico entre los fillers, facil de sacar y divertido para partidas rápidas e iniciar en la afición.",2223
4233,SGuerrero,6,Juego entretenido para pasar un rato con los amigos. No pretende otra cosa.,2223
4234,Shade_Jon,4,A filler to play with children,2223
4235,Shadning,7,Un classique pas chère.,2223
4236,Shadoglare,N/A,I've got a Chinese knock-off purchased at a flea market - wooo!,2223
4237,Shadow Vessel,5,It's UNO - ultra light fun and an amusing-enough way to pass some time.,2223
4238,shahuhuandy,7,"Always a classic, recommend this to your friends that never played boardgames ",2223
4239,Shamurai,5,A classic..,2223
4240,ShaneB,6,"If play is fast, this is a fun game.  ----  Date: June 1995 Price: $9.99 ",2223
4241,shanev316,2,"I'm just done with this game. It's so luck based with lots of ""take that"" that you can do nothing about. Please no more.",2223
4242,sharkatt,1,How I detest UNO! 10-20,2223
4243,sharkker,4,Nope,2223
4244,sharkker,3,Nope,2223
4245,SharkyTjark,6,"Battered old copy that has been in the family for 30+ years, heavily played game, favourite with young children (4+) as easily picked up, although holding cards can be an issue at that age.",2223
4246,Shaun L,4,"Grandparent nostalgia. There are some variants floating around that can make this game semi-interesting, though still mindless and luck-saturated.",2223
4247,ShaunGamer,3,Good with the kids who already know the rules!,2223
4248,shaveandahaircut,4,"100+ plays as a kid. I don't care much for it now, but I do recall enjoying it when I was young.  Most recent plays probably about 1982 and now in 2011 with Orrin.",2223
4249,shavemykiwis,2,Would only play uno flip,2223
4250,sheik,3,2-10 players,2223
4251,Shelby Slomp,7,Higher rating .... fun to play with the kiddos!,2223
4252,Shellin,4,"Uno is fine, especially because my nieces absolutely love it. There are a lot of games that are a lot better, but laughing at the misfortune of your friend when they have 13 cards in their hand is still a fairly funny gaming moment. There are definitely worse family games that can be pulled out of a drawer.",2223
4253,ShepRamseySubCom1991,6,Wilderness edition,2223
4254,Sherpherd,6,c2 - Item C - Retail $20,2223
4255,sherron,1,"I dispise this game, boringly repeative. ",2223
4256,sheyrenarena,N/A,mini cards,2223
4257,shiin,N/A,DE,2223
4258,Shinchi,5,經典入門款,2223
4259,shing2317,N/A,Pirated Version,2223
4260,Shnikes,5,By Matel.  Played once.,2223
4261,shochman8,4,It's UNO... You don't need my description to know what it's like.  I always wonder what the actual rules say. Everyone always learns their own House Rules. I like playing where multiple +2/+4 cards stack until someone can't put one down and get loaded with a crapton of cards. Is that how you're supposed to play?,2223
4262,shoex,N/A,sld,2223
4263,shoggothlord,5,Who doesn't enjoy a quick game of Uno...or 2 or 3 or...We have multiple versions to cater to our kids as well.  A classic card game that never gets old.,2223
4264,shopt,3,"Too much luck, not enough strategy.",2223
4265,ShortAlfred,1,game for simpletons or children,2223
4266,Shortkidtoo,N/A,Miriam,2223
4267,shotokanguy,4,A good game for people who don't like to think too much.,2223
4268,Shpongle,2,A game can be random or simple and yet be good. Both qualities combined however rarely make a game of any interest. Such is the case with UNO.,2223
4269,Shryu,N/A,O:MJ,2223
4270,shufflestulsa,N/A,Classic/Small/3,2223
4271,shumin,6,優點： 1. 數字和顏色的配對遊戲 2. 可以學習到基本的顏色及數字  缺點： 1. 特殊卡牌較多，容易混淆。  教學調整： 1. 可將特殊卡牌先取出，後來再增加遊戲的難度。,2223
4272,shumyum,4,This was somehow THE game when I was a kid.  Sheesh.,2223
4273,Shuwei,10,之前大學時期去國小資源班見習時，觀察到資源班老師給注意力缺陷過動症的孩童玩這款遊戲，後來我也有加入，在玩的過程中，同時也在考驗自己出牌的智慧，同時訓練孩童的專注力與判斷力，而從不同的花色中，更是培養學生的辨識能力，整體而言，是一款還不錯的桌遊。而且我自己在任教的普通班當中，也有放幾款在學校，提供給學生玩。,2223
4274,shyrailym,N/A,Astana,2223
4275,Si Fei,3,Might play for nostalgic reasons. But would rather not.,2223
4276,siberianhusky,2,Roll and Move: Card Game,2223
4277,SiddGames,5,[BGCOLOR=#FFFF00][COLOR=#000000]Family.[/COLOR][/BGCOLOR]  Mild fun.  g3 b4 b5 b6,2223
4278,Sidewynnder,5,"My girlfriend likes to play this because it is simple. I don't mind playing it, but it isn't my favorite. ",2223
4279,sido,5,5+ Èrik,2223
4280,SidV101,7,I still eff with it,2223
4281,Siegl,N/A,2-10 best 4-6 30 min,2223
4282,SieversFamily,N/A,S,2223
4283,Sifu,3,"An okay card game. My copy hasn't seen the light of day for over 10 years though, which should tell you something. Lots of people in my extended family love Uno, along with Skip-bo and Cribbage (I choose the latter if I get any say), but I've always seen Uno as a time-waster.",2223
4284,sigmazero13,5,"Not my favorite card game, but I'll tolerate it if I'm just looking for a game that I don't have to do a lot of strategic planning and want to have fun with friends or family.  The social aspect of who you play with largely determines the enjoyment of the game itself, though.",2223
4285,sigtaulefty,5.9,not as good as Yankees UNO.  Will play with the kids someday.,2223
4286,siiludus,6,Actually this is a game that started it all for our family... so this has quite some nostalgic value for us.  Also a good game to teach numbers to four year olds.,2223
4287,sikmag,5.5,My 5 year old son is always asking me to play this game.  He loves sticking me with the pick up 4 cards.   ,2223
4288,SILAS_YEET,10,this game s great,2223
4289,Sillion,3,Mad Magazine - Cardgame (1980) is better and much funnier http://www.boardgamegeek.com/game/2240,2223
4290,SilverEther,7,Classic,2223
4291,silverleaf79,4,"Meh. It's kind of fun, but there are much better games I'd rather play.  RfR",2223
4292,simba28,6, ,2223
4293,Simon Mueller,3,"Similar to, but better than [gameID=50].",2223
4294,simonh,4,A number of different versions / themes. Shoana likes this one on occasion.,2223
4295,simonjauk,5,OK occasionally.,2223
4296,SimonRaoul,7,"Of course, just like about everybody else I guess, the way I love to play UNO is using tons of house rules (such as everybody trying to hit the stack when a 7 is dealt or all players swapping cards in the current direction on a 0 card). Additionally, the variant of UNO I enjoy, is also a lesson on social psychology as the group of friends I often play with establish a state of ""democratorship"" (democracy + dictatorship, works better in German) where the opinion and rules of the mass (we normally play with a lot of people and often two decks) constantly change the rules.",2223
4297,simonso,6,I like play this game with house rule,2223
4298,SimonThompson,N/A,Complete,2223
4299,simpak9,8,played,2223
4300,Simpsj,1,trash.,2223
4301,Sin4profit,N/A,#Party,2223
4302,Sinfonie,N/A,ET 274,2223
4303,Sinistro,6,"Classic, fairly enjoyable game. What more is there to be said?",2223
4304,SinnedYam,8,Best: 4-6 Players,2223
4305,SinterHead,5,"It's a fine game that I played hundreds of times growing up. I could play it again, but I'd recommend Exploding Kittens as an Uno substitute.",2223
4306,Sinyi,6,這是我踏入桌遊領域中所玩的第一個遊戲，我認為規則淺顯易懂容易上手，只需要謹慎管理自己的手牌，判斷出現的顏色、數字，利用卡牌間的特性，想辦法讓自己的牌全部脫手。跟家人或朋友都很適合玩，會一玩就上癮的遊戲。,2223
4307,siobahnv,10,Classic,2223
4308,Sipka,N/A,- Family,2223
4309,Sir Gustav,5,"I can't deny that I enjoyed this as a kid and it helped getting me into games, but I would not choose to play it nowadays anymore.",2223
4310,Sir Pent,2,Basic card game that long overstays its welcome.,2223
4311,sirale,5,"It's a game, of some sort. Widely appealing and perfect for mass-marketing, it probably deserves due credit for that.",2223
4312,Sirgoose,N/A,Frozen Mario Minecraft The Office,2223
4313,SirHazza,6,party - most,2223
4314,sirjeyhmis,3.9,"UNO is ...colourful.  In my opinion, it is rather boring.  It does little to test one's skills except in the skills of simple math (particularly when those bloody +2 or +4 cards stack up with a vengeance.  But, then again, that's only in some peoples' house rules). It can be fun with kids, but there will always be a better option.",2223
4315,sirkerry,6,My wife's favorite card game.,2223
4316,SirPork,4,Also have digital iPad version,2223
4317,SirR2D2,3,This game destroyed my social life,2223
4318,sirrouga,N/A,"House Rules -> 1> Draw until you can play 2> You may play two of the exact same card 3> You may play a Draw 2 to pass along a Draw 2 played on you. 4> You may play a Draw 4 to pass along a Draw 4 played on you. 5> Lucky 7's : If you play a '7', exchange your hand with someone else.",2223
4319,SirYra,6,@1.11#https://www.iltuocruciverba.com/wp-content/uploads/2018/01/regole-uno-da-scaricare-pdf.pdf,2223
4320,sir_connie,N/A,PLAYERS: 2 - 10 [RECOMMENDED]: 2 - 8,2223
4321,SiskNY,4.5,It seems like I've always played Uno...,2223
4322,sistelematico,N/A,AGP,2223
4323,sisteray,3.5,I guess it is fun enough to pass time.  I don't think I'll ever play this again.  There are just too many other better games.  Fun with a grandparent.,2223
4324,SixtyWATZ,3,Meh,2223
4325,sj880226,7,D,2223
4326,sjmorris,5,Simple card game.,2223
4327,SJS1971,6,Easy to learn and fun with a big group.,2223
4328,skacore66,7,Stylized version of crazy 8's. A classic that I usually play with kids at the elementary school I work at. Never use the standard rules (most people have their own version of the rules they use). Always fun for a quick game or 2 but can get boring after 15 hands in a row!,2223
4329,SkaiaMechanic,5,"No real decisions, but a way to pass time. A couple steps above playing War with a deck of cards. House rules we use:  1. +2/+4 cards can be stacked (block a plus 2 with another, putting +4 on the third, who can use a +2 to put 6 on the next. This will always get laughs. 2. If a card gets played, and you have the exact same card (number and color), you can play it immediately, and the rotations continue from you. Keeps people to pay attention to the game instead of wandering off. 3. Last card cannot be Wild +4. This is more of an addendum to rule 1 so you can't use it as an instant win card. But sometimes it got ignored.  Game got lost in moving from state to state, but still decent memories. The game would be rated far lower without any house rules, so it seems every home has a few.",2223
4330,skajvoker,9,+4 :D ,2223
4331,Skasian,3,Too simple and luck based. ,2223
4332,skelebone,3,"Occasionally my wife and I will dig this out, but it is not very much fun.  There is minimal strategy involved.  I would probably rather play Uno Attack! for the random element. ---- Commentary 2 years after initial commentary:  Bah! Though I don't think the game is broken, I would rather not play this at all.  So many better card games, especially for something light.  ",2223
4333,skeletodoc,7,A game eveyone can learn to play...uno duo tres,2223
4334,skemmuni,5,Playing with my 3 year old daughter. Fun game for small kids. Won't hit the table in our gaming group. ,2223
4335,Skikr,3.5,This is a rip-off! You can play games like these with any cards.,2223
4336,Skilfox,N/A,В коллекции до начала учета статистики Цена в рознице на 21.05.20 от 342 до 570,2223
4337,SKimTroy20,6,"The basics of card games. However, the +4 card is too unbalanced and strong.",2223
4338,skipcs,2,"I just really don't like this game, and it seems to go on forever.",2223
4339,skipster13,N/A, ,2223
4340,SKondris,6,another classic.,2223
4341,Skorponok,N/A,Family,2223
4342,Skotte,5,yup.  it's still uno.,2223
4343,skrebs,4,"Fun to play with my neice and nephew and see the looks on their faces when Uncle Steve gives them a Draw 4, Sucka! EDIT: Now that they'll play other games, there's really no reason to every play this again. Yay! EDIT: Oh, no! Now my younger nephew and my daughter want to play!",2223
4344,Skreex,6,Entirely depends on how good your own houserules are.,2223
4345,skrutsch,N/A,"We tossed our original, which was circa 1980. It had lots of missing cards, no box, etc.",2223
4346,Skully,N/A,3 to 8 players,2223
4347,Skwib,4.5,I have at least 50 additional plays prior to 2005 when I started logging plays on BGG. No recollection of the dates of play.,2223
4348,sky1ark,4,There are much better games out there.,2223
4349,SkyborneVeggies,4,Modern classic,2223
4350,SkyeLarsen,5,It is what it is. I'll always have fond memories of big gaming nights with aunts and uncles where we played several games of Uno.,2223
4351,skyenikko,7,"Playable with variations, such as Speed Uno and Mau.",2223
4352,SkyWoocaY,8,"""Super Números""",2223
4353,sla89,2,2–10 players  Best with 4–6 players Playing time_30 min  Subdomain_Family Games Category_Card Game; Comic Book / Strip; Movies / TV / Radio theme; Number   Aivja kolekicjā,2223
4354,slaapgraag,5,"pocket-editie, gratis bij mentos. Is een verder versimpelde versie van pesten.  21-04-22 oh, nu ook een pocket-editie van MiSight",2223
4355,Slabcity,4.8,It is what it is.,2223
4356,Slawek_Cz,10,CUDO !!!!!,2223
4357,slbarton87,5,Easy for kids to play which means that everyone is included but not so boring that grown-ups lose interest quickly.,2223
4358,slevee77,N/A,oh well,2223
4359,SlickAce21,5,Versions... *The Simpsons,2223
4360,SlikkRikk,4,"I've played this many times of course.  Just recording a play for posterity with my 6-year-old, who loved it.",2223
4361,SlimJim,6,"The only playable game, that the whole family can play. ",2223
4362,Slimke,6.5,Won the game with Sinterklaas 2022 celebration with Biometris (from Bas xD). ,2223
4363,Slogo,7,I can play this for hours,2223
4364,Slopesofvesuvius,N/A,N,2223
4365,slowpokeiv,5,Classic game.,2223
4366,slybaby,N/A,Given on 2017-12-23 0 - 0 Sleeves - no,2223
4367,slylysylar,5,a very simple game but can be chaotic fun with the right group,2223
4368,smainsish,N/A,2 to 10 players,2223
4369,smallhours,N/A,(GF),2223
4370,smapple30,6,"We have played, but not in years.",2223
4371,SmartiesCereal,6,"Not the most fun or complex, but a crowd pleaser for certain.",2223
4372,smashomatic,5,no,2223
4373,smauger,6,6 Players+,2223
4374,smilingra,4,"It's too luck based and I don't feel that you have much control, but it's a popular classic and it's light and well-known, so every now and then, I'm up for a round.",2223
4375,Smillsy,N/A,"Original, Extreme, Junior, Totoro, Harry Potter...",2223
4376,Smirnyi,6,--------,2223
4377,smith4201,6,30th Anniversary edition,2223
4378,Smitnya,6,"Card game, matching, hand management",2223
4379,Smittenwgames,5,G,2223
4380,Smokalotapotamus,5,"Review: I have it in my collection because... well you know, who doesn't? Not particularly fond of it and it can really drag sometimes making it fail as a filler which would be the only real use for it.  Designer: Merle Robbins Artist: Uncredited  Categories: Card Game, Children's Game, Comic Book / Strip, Movies / TV / Radio theme, Number Mechanisms: Hand Management, Lose a Turn, Matching, Take That  Tags: Best Four, Best Five, Best Six, Party Game, Small, TTS",2223
4381,smugclimber,N/A,Card,2223
4382,SnappyChappy,5,Kids love it. And it got them into better board and card games too. Win win.,2223
4383,Snazzaroo,N/A,Xmas gift 2020,2223
4384,sneezypb,N/A,2–10 Players,2223
4385,snoggle1981,N/A,No need for sleeves,2223
4386,snoozefest,3,"Had fun with this as a kid, but of course there's not much to the game.",2223
4387,SnowyAshton,7,"Fun family favorite, turned into meme material.",2223
4388,snurp,5,"2-10, 30m",2223
4389,snyder_rb,5.4,"""Beach"" Theme edition, came with beach ball",2223
4390,snyder_rb,5.4,Original 70's Revision,2223
4391,Sobriquet,3,"Never liked it, even as a kid.",2223
4392,Socal Tim,5,People enjoy playing it despite the fact there are tons of better card games out there.  At least there is some strategy and it does play at a fast pace and generate some excitement.  Not a game I would request though :),2223
4393,soccerbum150,5,Another classic. This game is fun for all ages and can make / break some friendships in the process! You can dish out cards just as easy as you can take them.,2223
4394,SochaDJ,6,It's Uno.,2223
4395,SocialistDemon,2.5,"Simplistic ""the game plays you"" card game that no one knows how to play.",2223
4396,SOCIOJEUX,N/A,À l'entrepôt demandez qu'il soit installé sur les tablettes de l'Espace Sociojeux.,2223
4397,Sock2you,7,A deluxe 2010 version of the basic card game.,2223
4398,sodacapman,N/A,"$1 for this game? I bought 2 copies, one to play. The other to make invites out of for game nights",2223
4399,SoFarBehind,N/A,2-10.  Best at 4-6. ,2223
4400,sofge,6,Needs version,2223
4401,softflow,6,Great memories with friends.  I'd actually continue to play this today with the family if they wanted.,2223
4402,Soif,6,Chamonix,2223
4403,soldierofgod,6,classic,2223
4404,Solenoide,4,"I have a friend who loves it.  A game of UNO once in a blue moon is fun, I won't say no.  But I like my card games short, pretty, meatier and with less f— you mechanics.  More strategic. ",2223
4405,Solid,2,Originality (0.0/1.0)    Theme (0.0/0.5) Pure Fun (0.25/1.0) Replayability (0.25/1.0)    Strategy/Luck Ratio (0.25/0.5)    Scalability (0.25/0.5)    Parity (0.0/0.5)  Overall 1.0/5.0,2223
4406,SoloMaru,3,It's freaking uno,2223
4407,somdrk,6,"Me lo regalo mi querida novia, aunque luego se apodero de el. jeje",2223
4408,sonatajessica,6,"If you call it ""Mao Mao"" and use a regular deck of cards you can play this also. The easy game for train rides etc., the one that everyone knows and if not (really?) it could be explained in 2 minutes. Easy fun, but won't play it for too long. There are more card games to play (and that's why it is better to play with a regular deck).",2223
4409,song860918,6,I play it sometimes. Quick to pick up. But its huge number of variants almost ruin the game. Looks like everybody has his own rule set.,2223
4410,songbird08,5,2-10 Players / Age 6+ / 30 Min / Weight 1.13 / Rating 5.3 / Gift,2223
4411,songbird08,N/A,2-10 Players / Age 6+ / 30 Min / Weight 1.13 / Rating 5.3,2223
4412,sonic113,6,Cartes / Abstrait / Pour tous 6,2223
4413,SonofLars,3,"Loved this game as a young kid, but will probably never suggest playing it. It can take a horribly long time as its really hard for anyone to reach the winning conditions. Someone gets within striking distance and then ends up having to draw 20 cards. This cycle goes on for 15 minutes until everyone just wants it to end. I will only play it if one of my kids requests it and can't be convinced of something else. At least its good at teaching them some basic mechanics and general game etiquette.",2223
4414,soonerjayhawk,N/A,Keeping.,2223
4415,SophieLynne1,7,Best way to start a fight at a family gathering,2223
4416,sophie_ita,2,"UNO is like Madonna - can't accept that their time is over and retire in peace. Yes, it's simple (and extremely luck dependent), the whole family could play with it, but nowadays there are much better options.",2223
4417,SOPRAHR,N/A,Isabelle,2223
4418,Sorrellbo,5,"Still love this game from my youth.  Don't play it very often but is good for some fun, especially with family.",2223
4419,sorsajuhla,5,"That boring game everyone knows. There are so many better games, but for some reason, UNO remains a classic.",2223
4420,sortilege,6,good for kids,2223
4421,Soulliard,1,"Almost pure luck, with no strategy.",2223
4422,soulreaper,N/A,Always good to have at home when you are bored and want something easy and quick that everyone can enjoy.,2223
4423,Spaceage Polymer,7,"UNO may be simplistic, but that's what makes it a classic for children.",2223
4424,spacechickens,5,What can you possibly say about Uno. Play it as a drinking game. That is all.,2223
4425,spacejambi,4.8,"We play with a variant that you can stack draw twos and draw fours, and you also have to draw cards until you get something you can actually play. Makes for longer games, but its really funny when someone has to pick up 20-30 cards!",2223
4426,spacerx,3,"Isn't this ""crazy eights"" with a special deck? Or is that ""OCHO LOCO!""? I'll might play with kids who want to, but I won't miss it if I never play again. ",2223
4427,SpaceTrucker,5,"Super-light cardgame to play with little children, for grown-up gamers houserules are needed to add some variety. Would play it with nongamers on occasion.",2223
4428,SpamEatingChicken,6,Uno. ITS UNO! Who doesn't know uno!?! One of the most basic games ever... I tend to find it largely unattractive and boring however the numerous various rules and play style can make it entertaining.,2223
4429,SpanglishFran,6,Complexity: 1,2223
4430,spanky777,4,"For sure one of my least favorite games. But playing with folks who don't wanna play other games, its a win?",2223
4431,Spannerj Jon,10,Don't be a snob. It's a great family game. Especially on vacation.,2223
4432,sparkle999,4,"Fast, simple card game. The pure joy of stacking ""pick up 2"" one after the other and watching the tension mount! Our kids have grown out of this now. Well, pretty much anyway...!",2223
4433,SPARTAN VI,1,Strongest luck and screw you element. Never happy when I see UNO on the table.,2223
4434,Spattznatt,6,A good classic game. Most people are burnt out on it.,2223
4435,spazassin,3,Remember to have liked that game ..,2223
4436,spazz451,7,"For: Gateway, Family, Adults, Kids, Party Type: Card play  A classic that anyone can play. We now have a couple versions that the girls got as gifts.",2223
4437,spbiggs76,5.5,To be culled,2223
4438,SPBTooL,3,"The wife loves Uno but prefers to play it in its digital format. Uno has very few choices and even when choices appear, there is an obvious one.",2223
4439,spcsamri,6.5,Who doesn't like a game of uno every now and again?,2223
4440,Spe009,8,拿到不同顏色數字及功能牌卡，根據上家的丟出的牌卡，丟出同顏色或數字的牌，最快打出手中所有牌者勝。很適合不同國籍的人一起玩，可以學習彼此的基礎語言（顏色、數字）。,2223
4441,Speace_,N/A,Owned by: Mom,2223
4442,Spechtje,N/A,Our five-year old daughter loves this game! ,2223
4443,special21098M005,8,不論年齡大小皆容易參與其中，遊戲規則簡單易懂，甚至能由孩子擔任說明者，覺得是家庭活動的桌游必備款。陪伴幼童玩樂的過程，也能學到數學相關概念(配對、數字)，並從樂趣中培養專注力、輪流等其他能力。,2223
4444,speedbot,N/A,Rules are printouts from BGG.,2223
4445,SpeedyKQ,2,"Sit there.  Wait for your turn.  Play a card.  Eventually, mercifully, somebody wins.",2223
4446,Spelmaeckers,N/A,Enkel mee op aanvraag,2223
4447,Spel_es_hesp,N/A,Berdien / Femke / Dimi,2223
4448,Spengliosis,7,party; cards,2223
4449,Sphere,3,"I get roped into this one by the family once in a while, but get the same entertainment value out of clipping my nails.",2223
4450,Spiele Nacht,N/A,Juki,2223
4451,spife,4,"Will probably always have a copy in my collection, Its not the most interesting game but I remember as a youngster playing with my Nana and Papa.  (F$)",2223
4452,Spigtoe,N/A,2-8 (4-6),2223
4453,spinachmouse,N/A,"In glass-doored games cupboard (pigeon hole, middle right) ",2223
4454,Spirit Juggler,4,This game just doesn't stick in my head.,2223
4455,Spiukafi_Patt,N/A,P,2223
4456,spizio,4.75,Yes I think I have played this more times than I can count.  Don't think I have had to play this since joining the Geek.,2223
4457,SplinterBlade,3,I enjoyed this until I realized it was pretty much entirely random. But that randomness brought some fun with it. Holding a hand of draw 4s over your opponent's head like a basket of anvils is an unfairly satsifying feeling.,2223
4458,spocoeric,N/A,Collector's Tin,2223
4459,spoonjosh,7,"Uno is #1, Uno is lots of fun!",2223
4460,SpoonRaccoon,6,$7.15,2223
4461,Sportomax,4,Hand Management,2223
4462,SportsDude,7,Played this game everyday at lunch when I was younger. Love the collectible versions.,2223
4463,spronkey,5,"The classic. It's simple and accessible, and can be a little bit of fun, but there are much better filler games these days.",2223
4464,Spunkyblah,N/A,Version: Batman UNO,2223
4465,spyrout,10,"Countless hours of great fun, as a child, getting older with friends, and now with my kids. All Time Classic. Great travel companion as well.",2223
4466,Spyzou,4,It's better than Skip-Bo but that's not saying much.,2223
4467,sqdldr,7,Classic card game standard.,2223
4468,sqrl,5,Uno is the stereotypical card shedding game. It's more fun with house rules and has some minor tactics and a few screw your neighbor types of choices.,2223
4469,Squad283,7,It's hard to turn down this classic.  One rule:  bigger crowd = more fun!,2223
4470,Squally,6,Fun game.,2223
4471,Square Ragnarok,5,"A wild game, can last forever.",2223
4472,SquidFishous,7,"Good fun,usually results in a lot of good natured banter as people play nasty cards on each other.",2223
4473,Squidlyz,1,Terrible. Boring. Barely a game.,2223
4474,Squiky,1,Lien thématique: - Esthétique: - Stratégie: - Rejouabilité: - Fun factor: - Accessibilité: + Durée: +  légende: + = +1 ~ = 0  - = -1,2223
4475,sseifert,N/A,2-10,2223
4476,SSolheim,N/A,Honduras - Personal 2024 (copy 1) Honduras - Personal 2024 (copy 2) Honduras - Personal 2024 (copy 3) Honduras - Personal 2024 (copy 4) Honduras - Personal 2024 (copy 5 - Uno Go) Honduras - Ministry 2024 (copy 6-23)  Ministry (14 copies)  2 new Batman 2 new Frozen,2223
4477,sspindler,N/A,Simpsons edition in tin,2223
4478,sszepesi,N/A,B2 Abstract,2223
4479,Staban Tuek,5,When I'm in the right mood I do enjoy Uno.  It's a great family game for kids.  I'll probably be playing a lot more of this in the future with my kids.,2223
4480,Stahp,N/A,Joueurs:2-8 (Best:4-6) 30 Min,2223
4481,stalkeroi,4.5,Meh. Sold.  Edit: Acquired another copy for my daughter ;),2223
4482,StalkerZg,6,best 4 - 6 ,2223
4483,stampimo,3,Crazy Eights that Mattel can make money from. There is no other reason for this to exist.,2223
